_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01
368;0;0;1;1;0;1;1;0,3504344726309674;370,0;370,0;138,0;459,0
369;0;1;1;1;1;0;0;0,3817416083462635;167,0;237,0;237,0;72,0
370;0;0;1;1;0;1;0;0,3504344726309674;368,0;368,0;422,0;422,0
371;0;0;0;1;0;1;0;0,2753081933195574;;;;
372;1;1;0;0;1;1;0;0,4284560788216125;466,0;200,0;692,0;68,0
373;0;1;0;0;0;0;0;0,17961146631316968;513,0;;;
374;0;0;1;1;0;0;0;0,2892113767707541;;667,0;;667,0
375;0;0;0;1;0;1;1;0,2753081933195574;79,0;507,0;139,0;159,0
376;0;1;0;0;1;0;1;0,23029944197901306;503,0;294,0;347,0;49,0
377;0;1;0;1;1;0;1;0,3030348001957405;528,0;299,0;291,0;2,0
378;0;0;0;0;1;0;0;0,2122668749159189;60,0;;;
379;1;1;0;1;1;0;0;0,4510307184754215;318,0;330,0;318,0;180,0
380;1;1;0;1;1;0;0;0,4510307184754215;330,0;318,0;199,0;330,0
381;0;0;0;1;1;0;0;0,28138908825186754;;;182,0;
382;1;1;0;0;1;1;0;0,4284560788216125;484,0;144,0;548,0;466,0
383;0;0;1;0;0;1;0;0,2707415885789225;;;136,0;
384;1;0;0;0;0;1;1;0,3306585947733612;141,0;653,0;643,0;643,0
385;1;0;0;0;1;1;0;0,4030321408648031;;574,0;68,0;
386;0;1;1;1;1;1;1;0,4501473795086837;95,0;393,0;117,0;8,0
387;1;0;1;0;1;1;1;0,4894711442478235;531,0;335,0;508,0;335,0
388;0;1;1;0;0;1;1;0,29190094793143195;537,0;1,0;537,0;1,0
389;1;1;1;0;1;1;1;0,5156379511797571;232,0;232,0;407,0;617,0
390;0;0;0;0;0;1;1;0,207248929192348;648,0;154,0;0,0;0,0
391;1;0;0;1;0;1;1;0,41788189680442334;;277,0;181,0;438,0
392;0;1;1;1;0;1;1;0,3746226153293537;339,0;172,0;339,0;94,0
393;0;1;1;1;1;1;0;0,4501473795086837;34,0;386,0;569,0;509,0
394;0;1;1;0;1;0;1;0,29819753122397696;640,0;29,0;640,0;399,0
395;0;1;0;0;1;0;0;0,23029944197901306;;251,0;;251,0
396;0;1;0;1;1;1;1;0,3656786946243736;163,0;163,0;505,0;163,0
397;1;1;0;1;0;0;0;0,37545894903577226;;350,0;350,0;
398;0;1;0;0;0;1;0;0,2249769575871544;;345,0;;
399;0;1;1;0;1;0;0;0,29819753122397696;;;;394,0
400;0;1;0;1;1;1;0;0,3656786946243736;106,0;663,0;106,0;663,0
401;0;0;1;0;1;0;0;0,27676013871605626;;;263,0;
402;0;0;1;1;0;1;1;0,3504344726309674;267,0;267,0;623,0;295,0
403;0;1;1;1;0;0;0;0,3111982338515346;565,0;248,0;673,0;565,0
404;1;1;0;0;1;1;0;0,4284560788216125;200,0;68,0;200,0;200,0
405;0;1;1;1;1;0;0;0,3817416083462635;237,0;167,0;72,0;237,0
406;0;1;1;1;1;0;0;0,3817416083462635;;656,0;167,0;10,0
407;1;1;1;0;1;1;0;0,5156379511797571;446,0;549,0;389,0;88,0
408;0;1;0;0;0;0;1;0,17961146631316968;556,0;226,0;313,0;226,0
409;1;0;1;1;0;0;0;0,4346665693971672;123,0;190,0;;190,0
410;0;0;1;0;1;1;1;0,3365956238747993;101,0;86,0;229,0;161,0
411;0;1;0;1;0;1;0;0,2966792547433902;;;642,0;642,0
412;0;1;0;0;1;1;0;0,2840349838746351;;665,0;;
413;0;0;1;1;0;0;0;0,2892113767707541;667,0;;;
414;0;1;0;0;1;1;1;0,2840349838746351;188,0;690,0;551,0;61,0
415;0;1;0;1;0;1;1;0,2966792547433902;681,0;607,0;423,0;307,0
416;0;0;0;0;0;1;0;0,207248929192348;;;;
417;1;0;0;0;0;0;0;0,27144667270599393;;;573,0;
418;0;0;0;1;1;0;1;0,28138908825186754;9,0;64,0;316,0;338,0
419;1;0;0;1;0;1;0;0,41788189680442334;118,0;118,0;102,0;118,0
420;1;0;1;1;0;0;0;0,4346665693971672;190,0;439,0;439,0;273,0
421;0;1;1;1;1;1;0;0,4501473795086837;215,0;34,0;82,0;34,0
422;0;0;1;1;0;1;1;0,3504344726309674;59,0;295,0;370,0;370,0
423;0;1;0;1;0;1;0;0,2966792547433902;642,0;;415,0;
424;1;0;0;0;0;1;0;0,3306585947733612;;262,0;85,0;262,0
425;0;1;0;1;1;1;0;0,3656786946243736;663,0;230,0;;106,0
426;0;0;0;1;0;1;0;0,2753081933195574;605,0;;;
427;0;0;1;1;1;0;1;0,35735647137134297;447,0;219,0;140,0;621,0
428;1;1;1;0;1;1;1;0,5156379511797571;234,0;617,0;584,0;234,0
429;1;1;0;1;0;0;0;0,37545894903577226;69,0;;180,0;595,0
430;1;1;0;1;1;1;0;0,5213820114808352;458,0;;125,0;176,0
431;1;0;0;1;0;1;1;0,41788189680442334;;522,0;587,0;80,0
432;1;1;0;0;0;1;0;0,35422611154504696;6,0;6,0;212,0;563,0
433;1;1;1;1;1;0;1;0,5384783371768098;635,0;26,0;560,0;560,0
434;0;1;0;0;0;0;0;0,17961146631316968;;;;
435;0;1;1;0;0;0;0;0,23717023124678005;;146,0;238,0;
436;0;1;0;1;1;0;1;0,3030348001957405;;9,0;2,0;299,0
437;1;1;0;0;0;0;0;0,2926390241652036;;545,0;641,0;221,0
438;0;0;0;1;0;1;0;0,2753081933195574;;;118,0;391,0
439;1;0;1;1;0;0;1;0,4346665693971672;445,0;420,0;420,0;122,0
440;1;0;1;0;0;1;0;0,4122958424135459;588,0;;;
441;1;1;0;1;0;0;0;0,37545894903577226;;;71,0;
442;1;0;0;1;1;0;1;0,4252639396200544;108,0;162,0;126,0;126,0
443;1;0;0;0;0;0;0;0,27144667270599393;;;553,0;
444;1;0;0;0;1;1;0;0,4030321408648031;;315,0;331,0;
445;1;0;1;1;0;0;0;0,4346665693971672;439,0;273,0;190,0;123,0
446;1;1;1;0;1;1;1;0,5156379511797571;407,0;234,0;617,0;47,0
447;0;0;1;1;1;0;0;0,35735647137134297;427,0;478,0;70,0;257,0
448;0;0;0;0;0;0;0;0,16469854039057807;;207,0;285,0;207,0
449;1;1;0;0;1;0;1;0,3611813609331195;191,0;192,0;654,0;654,0
450;1;1;1;1;1;1;1;0,6073783665585388;;635,0;105,0;314,0
451;1;0;1;1;0;1;0;0,5048125532864441;;590,0;239,0;187,0
452;1;1;1;0;1;0;1;0,44534054665600176;177,0;591,0;33,0;177,0
453;1;0;0;1;0;1;1;0,41788189680442334;;98,0;104,0;181,0
454;1;0;1;0;0;0;1;0,3460223497096673;84,0;284,0;198,0;284,0
455;1;1;1;1;1;0;1;0,5384783371768098;30,0;258,0;30,0;558,0
456;0;0;0;0;0;1;0;0,207248929192348;;;;133,0
457;1;0;1;0;0;0;0;0,3460223497096673;107,0;688,0;688,0;688,0
458;1;1;0;1;1;1;1;0,5213820114808352;430,0;571,0;314,0;233,0
459;0;0;1;1;0;1;0;0,3504344726309674;83,0;523,0;83,0;368,0
460;1;1;1;0;1;0;0;0,44534054665600176;462,0;365,0;175,0;547,0
461;0;0;1;0;1;1;0;0,3365956238747993;;;224,0;352,0
462;1;1;1;0;1;0;1;0,44534054665600176;460,0;637,0;591,0;637,0
463;0;0;0;1;1;0;0;0,28138908825186754;;182,0;;
464;0;1;0;1;0;0;0;0,2413579948840177;;;;
465;1;0;1;0;1;1;1;0,4894711442478235;508,0;531,0;335,0;508,0
466;1;1;0;0;1;1;1;0,4284560788216125;372,0;14,0;649,0;382,0
467;0;0;1;0;0;1;0;0,2707415885789225;;;;
468;1;1;1;0;0;0;1;0,3700794594640561;;293,0;586,0;586,0
469;0;1;1;0;1;1;1;0,3603584801033871;134,0;134,0;213,0;213,0
470;1;0;0;1;1;0;1;0,4252639396200544;240,0;216,0;162,0;108,0
471;0;0;1;1;0;1;0;0,3504344726309674;;83,0;683,0;567,0
472;1;0;0;1;0;0;1;0,3512471360833499;522,0;18,0;650,0;89,0
473;1;0;1;0;1;0;1;0,4196503439411126;;254,0;568,0;568,0
474;0;0;1;1;1;1;1;0,42439205240760136;;36,0;529,0;229,0
475;0;1;0;0;1;1;0;0,2840349838746351;;;;
476;0;0;0;1;1;0;0;0,28138908825186754;;168,0;;
477;0;1;0;1;0;1;1;0,2966792547433902;607,0;23,0;281,0;281,0
478;0;0;1;1;1;0;1;0,35735647137134297;621,0;447,0;99,0;634,0
479;1;0;0;1;1;1;0;0,4952217399494778;;;;362,0
480;1;1;1;0;1;0;0;0,44534054665600176;341,0;175,0;630,0;341,0
481;0;0;0;1;0;0;0;0,22271007961966388;302,0;302,0;302,0;302,0
482;0;0;0;0;0;1;0;0,207248929192348;;;;
483;1;1;0;1;1;1;0;0,5213820114808352;;55,0;351,0;55,0
484;1;1;0;0;1;1;1;0,4284560788216125;382,0;649,0;624,0;14,0
485;1;0;0;0;0;0;0;0,27144667270599393;573,0;;;
486;1;0;0;0;0;1;1;0,3306585947733612;27,0;612,0;27,0;653,0
487;0;0;1;0;1;1;0;0,3365956238747993;352,0;301,0;352,0;224,0
488;0;0;0;1;1;0;0;0,28138908825186754;;;168,0;
489;1;0;1;1;1;0;1;0,5123785732457995;258,0;287,0;169,0;258,0
490;1;0;1;0;0;1;0;0,4122958424135459;;77,0;;588,0
491;0;1;0;0;0;0;0;0,17961146631316968;;;;
492;1;0;1;0;1;0;1;0,4196503439411126;;256,0;121,0;559,0
493;1;1;0;1;1;1;0;0,5213820114808352;;;55,0;43,0
494;1;1;0;0;1;0;0;0,3611813609331195;;39,0;;175,0
495;1;0;0;0;1;1;0;0,4030321408648031;245,0;548,0;;
496;1;1;1;1;0;0;0;0,4605465384236457;186,0;186,0;150,0;186,0
497;0;0;1;0;0;0;0;0,21875257608730986;;;56,0;56,0
498;1;0;1;0;0;1;0;0,4122958424135459;;;;
499;0;1;1;1;0;0;0;0,3111982338515346;;579,0;565,0;
500;1;0;0;1;1;1;0;0,4952217399494778;142,0;606,0;606,0;50,0
501;0;0;1;1;0;1;1;0,3504344726309674;623,0;529,0;267,0;267,0
502;0;1;0;0;1;1;0;0,2840349838746351;336,0;336,0;144,0;
503;0;1;0;0;1;0;0;0,23029944197901306;376,0;;;
504;1;0;0;0;0;0;1;0,27144667270599393;696,0;363,0;363,0;363,0
505;0;1;0;1;1;1;0;0,3656786946243736;;;396,0;230,0
506;1;1;1;1;1;1;0;0,6073783665585388;176,0;88,0;176,0;124,0
507;0;0;0;1;0;1;0;0,2753081933195574;;375,0;;209,0
508;1;0;1;0;1;1;0;0,4894711442478235;465,0;241,0;387,0;465,0
509;0;1;1;1;1;1;1;0,4501473795086837;672,0;339,0;672,0;393,0
510;1;0;1;1;0;1;1;0,5048125532864441;512,0;155,0;512,0;155,0
511;1;1;0;1;0;0;0;0,37545894903577226;517,0;125,0;;
512;1;0;1;1;0;1;0;0,5048125532864441;510,0;75,0;510,0;239,0
513;0;1;0;0;0;0;1;0,17961146631316968;373,0;325,0;325,0;603,0
514;1;0;0;0;1;1;0;0,4030321408648031;;245,0;245,0;331,0
515;1;0;0;0;1;1;0;0,4030321408648031;116,0;;;245,0
516;0;1;1;1;0;1;0;0,3746226153293537;;580,0;580,0;
517;1;1;0;1;0;0;1;0,37545894903577226;511,0;157,0;519,0;228,0
518;1;1;0;1;1;0;0;0,4510307184754215;199,0;180,0;330,0;318,0
519;1;1;0;1;0;0;0;0,37545894903577226;;357,0;517,0;350,0
520;1;0;0;0;1;0;0;0,33739286408169994;;;;365,0
521;1;0;1;1;1;1;1;0,5821514741154583;;572,0;231,0;35,0
522;1;0;0;1;0;0;0;0,3512471360833499;472,0;431,0;354,0;619,0
523;0;0;1;1;1;1;1;0,42439205240760136;;459,0;541,0;57,0
524;1;1;1;1;1;1;0;0,6073783665585388;88,0;124,0;662,0;351,0
525;0;1;0;0;0;0;0;0,17961146631316968;;;;
526;0;0;1;0;1;0;0;0,27676013871605626;306,0;;;306,0
527;0;1;0;0;0;1;0;0,2249769575871544;645,0;;;
528;0;1;0;1;1;0;0;0,3030348001957405;377,0;5,0;5,0;5,0
529;0;0;1;1;0;1;0;0,3504344726309674;;501,0;474,0;
530;0;1;1;0;0;0;0;0,23717023124678005;;;;
531;1;0;1;0;1;1;0;0,4894711442478235;387,0;465,0;241,0;241,0
532;0;0;0;1;0;1;0;0,2753081933195574;;;;605,0
533;0;0;1;1;0;0;0;0,2892113767707541;;;;
534;1;1;1;1;1;0;1;0,5384783371768098;558,0;15,0;558,0;30,0
535;0;1;1;0;0;0;0;0,23717023124678005;238,0;;;
536;0;0;0;1;0;0;0;0,22271007961966388;;;120,0;
537;0;1;1;0;0;1;0;0,29190094793143195;388,0;;388,0;
538;1;1;1;0;1;0;1;0,44534054665600176;637,0;33,0;319,0;131,0
539;0;1;1;1;0;1;0;0,3746226153293537;;552,0;552,0;670,0
540;0;1;0;0;0;0;0;0,17961146631316968;;;;
541;0;0;1;1;1;1;0;0,42439205240760136;322,0;70,0;523,0;156,0
542;0;1;0;1;0;1;0;0,2966792547433902;;;;
543;1;0;0;0;0;0;0;0,27144667270599393;;573,0;;
544;0;1;1;0;0;1;0;0,29190094793143195;;;;235,0
545;1;1;0;0;0;0;1;0,2926390241652036;242,0;437,0;242,0;242,0
546;1;0;0;1;1;0;1;0,4252639396200544;625,0;240,0;240,0;132,0
547;1;1;1;0;1;0;1;0,44534054665600176;254,0;584,0;254,0;460,0
548;1;1;0;0;1;1;1;0,4284560788216125;;495,0;382,0;149,0
549;1;1;1;0;1;0;1;0,44534054665600176;;407,0;177,0;254,0
550;0;0;1;0;0;0;0;0,21875257608730986;;56,0;;638,0
551;0;1;0;0;1;1;0;0,2840349838746351;665,0;;414,0;336,0
552;0;1;1;1;0;1;1;0,3746226153293537;128,0;539,0;539,0;40,0
553;1;0;0;0;0;0;1;0,27144667270599393;115,0;696,0;443,0;115,0
554;0;1;1;1;0;1;0;0,3746226153293537;;;;
555;1;0;0;1;1;1;0;0,4952217399494778;362,0;;50,0;
556;0;1;0;0;0;0;0;0,17961146631316968;408,0;;;
557;1;0;1;1;1;0;0;0,5123785732457995;308,0;308,0;308,0;332,0
558;1;1;1;1;1;0;0;0,5384783371768098;534,0;351,0;534,0;455,0
559;1;0;0;0;1;0;0;0,33739286408169994;;;;492,0
560;1;1;1;1;1;0;0;0,5384783371768098;332,0;303,0;433,0;433,0
561;1;1;0;1;0;0;0;0,37545894903577226;;69,0;;
562;0;1;1;0;1;0;0;0,29819753122397696;;;;
563;1;1;0;0;0;1;1;0,35422611154504696;;210,0;204,0;432,0
564;0;1;0;0;1;0;1;0,23029944197901306;693,0;49,0;193,0;347,0
565;0;1;1;1;0;0;1;0,3111982338515346;403,0;669,0;499,0;403,0
566;0;0;1;0;1;0;0;0,27676013871605626;;279,0;;
567;0;0;1;1;0;1;1;0,3504344726309674;138,0;623,0;295,0;471,0
568;1;0;1;0;1;0;0;0,4196503439411126;263,0;346,0;473,0;473,0
569;0;1;1;1;1;1;1;0,4501473795086837;;128,0;393,0;672,0
570;1;0;0;1;1;1;1;0,4952217399494778;644,0;183,0;183,0;119,0
571;1;1;0;1;1;1;0;0,5213820114808352;;458,0;195,0;270,0
572;1;0;1;1;1;0;0;0,5123785732457995;;521,0;46,0;
573;1;0;0;0;0;0;1;0,27144667270599393;485,0;543,0;417,0;87,0
574;1;1;0;0;1;1;1;0,4284560788216125;;385,0;14,0;649,0
575;1;0;0;1;1;1;0;0,4952217399494778;;362,0;187,0;
576;1;1;0;0;0;0;0;0,2926390241652036;641,0;;;641,0
577;1;1;1;1;0;1;1;0,5309465600931209;620,0;660,0;312,0;660,0
578;1;0;1;1;0;1;0;0,5048125532864441;239,0;666,0;590,0;13,0
579;0;1;1;1;0;0;1;0,3111982338515346;669,0;499,0;669,0;669,0
580;0;1;1;1;0;1;1;0,3746226153293537;17,0;516,0;516,0;339,0
581;1;1;0;0;1;0;1;0,3611813609331195;654,0;191,0;192,0;192,0
582;0;0;1;1;1;1;1;0,42439205240760136;;138,0;651,0;19,0
583;1;0;0;0;1;0;0;0,33739286408169994;152,0;;;152,0
584;1;1;1;0;1;1;0;0,5156379511797571;;547,0;428,0;144,0
585;0;1;0;1;0;0;0;0,2413579948840177;;;;
586;1;1;1;0;0;0;0;0,3700794594640561;221,0;171,0;468,0;468,0
587;1;0;0;1;0;1;0;0,41788189680442334;187,0;102,0;431,0;290,0
588;1;0;1;0;0;1;1;0,4122958424135459;440,0;611,0;611,0;490,0
589;0;1;0;1;1;1;0;0,3656786946243736;;106,0;663,0;65,0
590;1;0;1;1;0;1;1;0,5048125532864441;155,0;451,0;578,0;311,0
591;1;1;1;0;1;0;0;0,44534054665600176;175,0;452,0;462,0;630,0
592;1;1;0;1;0;1;0;0,4435465796666669;11,0;71,0;209,0;125,0
593;1;0;1;0;1;0;0;0,4196503439411126;346,0;263,0;365,0;263,0
594;0;0;1;0;0;1;0;0,2707415885789225;;206,0;100,0;136,0
595;1;1;1;1;0;0;1;0,4605465384236457;112,0;618,0;618,0;429,0
596;1;1;0;1;1;0;1;0,4510307184754215;;625,0;197,0;197,0
597;0;1;1;0;1;1;0;0,3603584801033871;260,0;194,0;194,0;194,0
598;1;0;0;0;0;0;0;0,27144667270599393;;;;
599;1;1;1;0;1;1;0;0,5156379511797571;;;;
600;1;1;1;1;1;1;1;0,6073783665585388;;620,0;174,0;105,0
601;1;1;1;0;0;0;0;0,3700794594640561;158,0;158,0;221,0;171,0
602;1;1;0;0;0;1;0;0,35422611154504696;212,0;276,0;250,0;276,0
603;0;1;0;0;0;0;0;0,17961146631316968;;;;513,0
604;0;1;0;1;0;0;0;0,2413579948840177;;;;
605;0;0;0;1;0;1;1;0,2753081933195574;426,0;79,0;159,0;532,0
606;1;0;0;1;1;1;1;0,4952217399494778;183,0;500,0;500,0;699,0
607;0;1;0;1;0;1;0;0,2966792547433902;477,0;415,0;;
608;0;0;0;1;0;1;0;0,2753081933195574;;;290,0;
609;1;1;1;0;0;1;1;0,4378755152975843;292,0;292,0;76,0;668,0
610;1;1;0;1;1;1;1;0,5213820114808352;684,0;314,0;684,0;624,0
611;1;0;1;0;0;1;0;0,4122958424135459;;588,0;588,0;
612;1;0;0;0;0;1;0;0,3306585947733612;85,0;486,0;282,0;356,0
613;0;0;1;0;0;1;0;0,2707415885789225;;;206,0;
614;1;0;0;0;0;0;0;0,27144667270599393;;;;
615;1;0;0;0;1;0;0;0,33739286408169994;;;;
616;1;1;0;1;0;1;0;0,4435465796666669;71,0;187,0;78,0;78,0
617;1;1;1;0;1;1;0;0,5156379511797571;;428,0;446,0;389,0
618;1;1;1;1;0;0;0;0,4605465384236457;150,0;595,0;595,0;150,0
619;1;0;0;1;0;0;1;0,3512471360833499;89,0;255,0;629,0;522,0
620;1;1;1;1;0;1;0;0,5309465600931209;577,0;600,0;;357,0
621;0;0;1;1;1;0;0;0,35735647137134297;478,0;166,0;656,0;427,0
622;0;1;1;0;0;1;0;0,29190094793143195;;;;
623;0;0;1;1;0;1;0;0,3504344726309674;501,0;567,0;402,0;683,0
624;1;1;0;1;1;1;0;0,5213820114808352;270,0;270,0;484,0;610,0
625;1;0;0;1;1;0;0;0,4252639396200544;546,0;596,0;304,0;
626;0;1;0;1;0;1;0;0,2966792547433902;;642,0;;
627;0;0;0;0;1;1;0;0,2632338474605984;;;;
628;1;0;1;0;0;0;0;0,3460223497096673;170,0;;170,0;
629;1;0;0;1;0;0;0;0,3512471360833499;;209,0;619,0;137,0
630;1;1;1;0;1;0;1;0,44534054665600176;;47,0;480,0;591,0
631;0;0;0;0;0;0;0;0,16469854039057807;;;;
632;1;0;0;0;1;1;0;0,4030321408648031;331,0;692,0;;
633;1;1;1;1;0;1;1;0,5309465600931209;660,0;353,0;266,0;312,0
634;0;0;1;1;1;0;0;0,35735647137134297;656,0;366,0;166,0;478,0
635;1;1;1;1;1;0;0;0,5384783371768098;433,0;450,0;332,0;340,0
636;0;0;0;0;1;0;0;0,2122668749159189;;;;60,0
637;1;1;1;0;1;0;0;0,44534054665600176;538,0;462,0;346,0;462,0
638;0;0;1;0;0;0;1;0,21875257608730986;264,0;264,0;264,0;550,0
639;1;1;0;1;1;1;0;0,5213820114808352;;195,0;329,0;195,0
640;0;1;1;0;1;0;0;0,29819753122397696;394,0;;394,0;
641;1;1;0;0;0;0;1;0,2926390241652036;576,0;242,0;437,0;576,0
642;0;1;0;1;0;1;1;0,2966792547433902;423,0;626,0;411,0;411,0
643;1;0;0;0;0;1;0;0,3306585947733612;356,0;282,0;384,0;384,0
644;1;0;0;1;1;1;0;0,4952217399494778;570,0;;;42,0
645;0;1;0;0;0;1;1;0,2249769575871544;527,0;73,0;73,0;328,0
646;0;1;0;1;1;1;0;0,3656786946243736;243,0;65,0;;
647;0;1;1;0;1;0;0;0,29819753122397696;;;;
648;0;0;0;0;0;1;0;0,207248929192348;390,0;;;
649;1;1;0;0;1;1;0;0,4284560788216125;68,0;484,0;466,0;574,0
650;1;0;0;1;0;0;0;0,3512471360833499;;310,0;472,0;
651;0;0;1;1;1;1;0;0,42439205240760136;70,0;322,0;582,0;70,0
652;0;0;1;0;0;0;0;0,21875257608730986;;;;
653;1;0;0;0;0;1;0;0,3306585947733612;262,0;384,0;356,0;486,0
654;1;1;0;0;1;0;0;0,3611813609331195;581,0;;449,0;449,0
655;1;0;0;0;1;1;0;0,4030321408648031;;;116,0;
656;0;0;1;1;1;0;1;0,35735647137134297;634,0;406,0;621,0;99,0
657;1;0;1;0;0;0;1;0,3460223497096673;198,0;63,0;252,0;252,0
658;1;1;1;0;0;1;0;0,4378755152975843;361,0;361,0;223,0;685,0
659;0;0;0;0;0;0;0;0,16469854039057807;285,0;;;
660;1;1;1;1;0;1;0;0,5309465600931209;633,0;577,0;680,0;577,0
661;1;1;1;1;1;1;1;0,6073783665585388;;266,0;320,0;174,0
662;1;1;1;1;1;1;1;0,6073783665585388;;698,0;524,0;694,0
663;0;1;0;1;1;1;1;0,3656786946243736;425,0;400,0;589,0;400,0
664;0;0;1;0;1;1;0;0,3365956238747993;364,0;224,0;355,0;366,0
665;0;1;0;0;1;1;1;0,2840349838746351;551,0;412,0;52,0;52,0
666;1;0;1;1;0;1;1;0,5048125532864441;148,0;578,0;311,0;59,0
667;0;0;1;1;0;0;1;0,2892113767707541;413,0;374,0;695,0;374,0
668;1;1;1;0;0;1;0;0,4378755152975843;225,0;223,0;235,0;609,0
669;0;1;1;1;0;0;0;0,3111982338515346;579,0;565,0;579,0;579,0
670;0;1;1;1;0;1;1;0,3746226153293537;40,0;117,0;40,0;539,0
671;1;0;0;0;0;0;0;0,27144667270599393;;;;
672;0;1;1;1;1;1;0;0,4501473795086837;509,0;355,0;509,0;569,0
673;1;1;1;1;0;0;1;0,4605465384236457;;122,0;403,0;112,0
674;1;0;0;1;0;0;0;0,3512471360833499;354,0;354,0;;
675;0;0;1;0;0;0;0;0,21875257608730986;56,0;;;
676;1;0;0;1;0;0;0;0,3512471360833499;137,0;137,0;;
677;0;0;1;0;1;0;0;0,27676013871605626;;;279,0;
678;0;0;0;0;1;0;0;0,2122668749159189;;60,0;60,0;
679;1;0;0;1;0;0;0;0,3512471360833499;114,0;114,0;;
680;1;1;1;1;0;1;1;0,5309465600931209;353,0;312,0;660,0;266,0
681;0;1;0;1;0;1;0;0,2966792547433902;415,0;;;
682;0;0;1;0;1;1;0;0,3365956238747993;224,0;;301,0;
683;0;0;1;1;0;1;1;0,3504344726309674;295,0;59,0;471,0;623,0
684;1;1;0;1;1;1;0;0,5213820114808352;610,0;;610,0;329,0
685;1;1;1;0;0;1;1;0,4378755152975843;309,0;145,0;292,0;658,0
686;0;1;0;0;1;1;0;0,2840349838746351;;;;
687;1;0;0;0;1;1;0;0,4030321408648031;;331,0;;315,0
688;1;0;1;0;0;0;1;0,3460223497096673;256,0;457,0;457,0;457,0
689;1;0;1;1;1;1;0;0,5821514741154583;326,0;236,0;88,0;46,0
690;0;1;0;0;1;1;0;0,2840349838746351;;414,0;;
691;0;0;1;1;0;0;0;0,2892113767707541;;;;
692;1;1;0;0;1;1;1;0,4284560788216125;;632,0;372,0;232,0
693;0;1;0;0;1;0;0;0,23029944197901306;564,0;;;
694;1;1;0;1;1;1;0;0,5213820114808352;195,0;;124,0;662,0
695;0;0;1;1;0;0;0;0,2892113767707541;;;667,0;
696;1;0;0;0;0;0;0;0,27144667270599393;504,0;553,0;;
697;0;1;0;0;0;1;0;0,2249769575871544;;;;345,0
698;1;1;1;1;0;1;0;0,5309465600931209;;662,0;220,0;71,0
699;1;0;0;1;1;1;0;0,4952217399494778;;50,0;362,0;606,0
