_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
85;1;0;0;0;0;1;1;0,3306585947733612;612,0;27,0;424,0;210,0;27,0;141,0;109,0;643,0;141,0;109,0;653,0;653,0;141,0;141,0;643,0;424,0;109,0;643,0;643,0;424,0;210,0;141,0;141,0;612,0;141,0;643,0;109,0;643,0;612,0;109,0;424,0;612,0;643,0;210,0;109,0;612,0;612,0;643,0;643,0;424,0;141,0;141,0
86;0;0;1;0;1;1;0;0,3365956238747993;;410,0;;301,0;410,0;301,0;;224,0;224,0;224,0;;301,0;352,0;410,0;;410,0;410,0;224,0;;410,0;301,0;352,0;;301,0;410,0;410,0;;364,0;224,0;301,0;;364,0;352,0;352,0;;224,0;352,0;301,0;;410,0;364,0;410,0
87;1;0;0;0;0;0;0;0,27144667270599393;;;;573,0;;;;504,0;;;;504,0;;;;504,0;;;;504,0;;;;573,0;;;;553,0;;;;553,0;;;;504,0;;;;504,0;;
88;1;1;1;1;1;1;1;0,6073783665585388;524,0;506,0;689,0;407,0;;689,0;105,0;174,0;265,0;560,0;265,0;174,0;265,0;312,0;320,0;314,0;;524,0;320,0;320,0;174,0;314,0;506,0;320,0;;265,0;174,0;265,0;;266,0;524,0;430,0;;558,0;524,0;571,0;;266,0;149,0;493,0;;278,0
89;1;0;0;1;0;0;0;0,3512471360833499;619,0;25,0;;472,0;25,0;472,0;;137,0;137,0;472,0;;619,0;619,0;25,0;;354,0;472,0;25,0;;619,0;137,0;472,0;;354,0;472,0;25,0;;354,0;619,0;472,0;;114,0;619,0;25,0;;354,0;354,0;137,0;;114,0;354,0;25,0
90;1;0;1;1;1;0;1;0,5123785732457995;287,0;218,0;258,0;324,0;557,0;557,0;169,0;324,0;557,0;287,0;258,0;324,0;324,0;557,0;258,0;258,0;287,0;287,0;169,0;258,0;557,0;324,0;169,0;258,0;324,0;324,0;258,0;324,0;557,0;287,0;557,0;218,0;287,0;324,0;258,0;218,0;324,0;287,0;169,0;324,0;287,0;557,0
91;0;0;0;1;0;1;0;0,2753081933195574;;;;;;;;;;;;102,0;;;;102,0;;;;;;;;;;;;;;;;;;;;;;;;;;
92;0;0;0;1;0;0;0;0,22271007961966388;;;;;120,0;302,0;;;302,0;302,0;;;120,0;302,0;;;120,0;302,0;;;302,0;120,0;;;120,0;120,0;;;120,0;302,0;;;120,0;302,0;;;120,0;120,0;;;120,0;302,0
93;0;0;1;0;1;0;0;0,27676013871605626;;;306,0;;279,0;306,0;279,0;;306,0;306,0;279,0;;306,0;306,0;279,0;;279,0;279,0;306,0;;306,0;279,0;279,0;;279,0;306,0;306,0;;306,0;279,0;306,0;;279,0;279,0;306,0;;306,0;279,0;279,0;;306,0;306,0
94;0;1;1;1;0;1;0;0,3746226153293537;;;;392,0;;;;670,0;;;;392,0;;;;670,0;;;;392,0;;;;580,0;;;;580,0;;;;670,0;;;;670,0;;;;670,0;;
95;0;1;1;1;1;1;0;0,4501473795086837;386,0;82,0;215,0;82,0;215,0;82,0;215,0;569,0;34,0;215,0;215,0;509,0;386,0;386,0;215,0;34,0;34,0;34,0;82,0;386,0;82,0;215,0;569,0;509,0;569,0;509,0;386,0;569,0;34,0;34,0;70,0;509,0;569,0;215,0;82,0;82,0;386,0;34,0;386,0;509,0;215,0;215,0
96;0;1;0;0;1;0;0;0,23029944197901306;;;251,0;;564,0;376,0;564,0;;251,0;251,0;251,0;;251,0;251,0;376,0;;251,0;251,0;251,0;;564,0;251,0;564,0;;564,0;251,0;251,0;;564,0;251,0;564,0;;564,0;251,0;376,0;;251,0;564,0;564,0;;251,0;564,0
97;0;0;0;0;0;1;0;0,207248929192348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;1;0;0;1;0;0;0;0,3512471360833499;25,0;453,0;137,0;114,0;472,0;354,0;25,0;354,0;114,0;25,0;25,0;137,0;354,0;472,0;25,0;25,0;25,0;619,0;354,0;354,0;472,0;137,0;619,0;472,0;114,0;114,0;619,0;472,0;354,0;25,0;25,0;472,0;25,0;472,0;114,0;619,0;472,0;114,0;354,0;354,0;25,0;137,0
99;0;0;1;1;1;0;0;0,35735647137134297;166,0;257,0;478,0;656,0;427,0;257,0;166,0;166,0;257,0;478,0;300,0;478,0;257,0;427,0;656,0;257,0;656,0;300,0;166,0;166,0;166,0;166,0;300,0;427,0;427,0;300,0;257,0;427,0;427,0;478,0;257,0;257,0;257,0;478,0;656,0;257,0;166,0;478,0;166,0;656,0;166,0;656,0
100;0;0;1;0;0;1;1;0,2707415885789225;51,0;113,0;594,0;113,0;383,0;113,0;383,0;323,0;383,0;383,0;594,0;113,0;383,0;113,0;51,0;113,0;51,0;383,0;594,0;37,0;383,0;217,0;383,0;113,0;467,0;383,0;113,0;217,0;383,0;51,0;383,0;217,0;467,0;113,0;613,0;217,0;467,0;51,0;613,0;113,0;113,0;467,0
101;0;0;1;0;1;1;0;0,3365956238747993;410,0;364,0;;364,0;352,0;364,0;;301,0;352,0;352,0;;352,0;364,0;352,0;;352,0;364,0;301,0;;301,0;410,0;364,0;;410,0;352,0;224,0;;410,0;352,0;352,0;;224,0;410,0;364,0;;364,0;364,0;224,0;;301,0;301,0;301,0
102;1;0;0;1;0;1;1;0,41788189680442334;181,0;587,0;419,0;41,0;;511,0;41,0;148,0;181,0;419,0;41,0;91,0;;54,0;438,0;91,0;181,0;48,0;104,0;148,0;419,0;181,0;181,0;419,0;;406,0;41,0;148,0;568,0;519,0;587,0;148,0;419,0;283,0;41,0;80,0;;519,0;104,0;148,0;;519,0
103;0;0;1;0;1;0;0;0,27676013871605626;279,0;306,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;0;0;0;1;0;1;0;0,2753081933195574;;;453,0;;;;310,0;;;;118,0;;;;310,0;;;;102,0;;;;310,0;;;;118,0;;;;187,0;;;;118,0;;;;102,0;;;
105;1;1;1;1;1;1;0;0,6073783665585388;43,0;326,0;450,0;600,0;43,0;43,0;88,0;286,0;286,0;124,0;124,0;176,0;351,0;662,0;661,0;176,0;450,0;124,0;176,0;450,0;176,0;176,0;43,0;62,0;124,0;124,0;661,0;351,0;600,0;286,0;286,0;286,0;351,0;124,0;176,0;662,0;662,0;286,0;43,0;661,0;351,0;661,0
106;0;1;0;1;1;1;1;0,3656786946243736;400,0;589,0;400,0;425,0;646,0;130,0;400,0;400,0;24,0;646,0;163,0;505,0;130,0;589,0;589,0;589,0;589,0;589,0;130,0;163,0;163,0;505,0;24,0;400,0;130,0;646,0;163,0;589,0;163,0;646,0;589,0;24,0;163,0;24,0;24,0;24,0;163,0;589,0;130,0;589,0;24,0;24,0
107;1;0;1;0;0;0;1;0,3460223497096673;457,0;252,0;63,0;198,0;284,0;198,0;198,0;457,0;84,0;84,0;63,0;284,0;84,0;457,0;198,0;252,0;198,0;284,0;628,0;252,0;284,0;198,0;198,0;284,0;198,0;457,0;628,0;252,0;284,0;284,0;252,0;198,0;284,0;198,0;457,0;63,0;457,0;284,0;457,0;284,0;457,0;284,0
108;1;0;0;1;1;0;0;0,4252639396200544;442,0;304,0;;470,0;582,0;546,0;;546,0;442,0;546,0;;442,0;70,0;322,0;;442,0;322,0;546,0;;546,0;156,0;548,0;;442,0;470,0;322,0;;304,0;523,0;355,0;;304,0;474,0;366,0;;546,0;304,0;366,0;546,0;129,0;470,0;304,0
109;1;0;0;0;0;1;0;0,3306585947733612;178,0;178,0;178,0;;262,0;486,0;85,0;;262,0;85,0;356,0;;384,0;262,0;356,0;;85,0;356,0;356,0;;384,0;486,0;486,0;;356,0;178,0;85,0;;384,0;85,0;178,0;;178,0;384,0;85,0;;356,0;356,0;262,0;;384,0;178,0
110;0;0;0;1;1;1;0;0,3417524538577981;;;173,0;173,0;337,0;337,0;173,0;147,0;147,0;261,0;337,0;337,0;173,0;173,0;147,0;173,0;261,0;147,0;337,0;147,0;173,0;261,0;337,0;147,0;147,0;147,0;147,0;337,0;337,0;147,0;337,0;173,0;261,0;173,0;147,0;147,0;261,0;261,0;173,0;173,0;337,0;147,0
111;0;1;0;1;0;1;0;0,2966792547433902;;;;;477,0;477,0;;;415,0;642,0;;;477,0;477,0;;;415,0;477,0;;;415,0;415,0;;;642,0;415,0;;;477,0;477,0;;;642,0;415,0;;;642,0;415,0;;;642,0;415,0
112;1;1;1;1;0;0;0;0,4605465384236457;595,0;150,0;186,0;673,0;595,0;673,0;186,0;673,0;595,0;595,0;150,0;150,0;186,0;186,0;186,0;673,0;673,0;150,0;150,0;150,0;595,0;595,0;673,0;186,0;150,0;673,0;186,0;595,0;150,0;186,0;673,0;150,0;595,0;673,0;673,0;186,0;150,0;595,0;186,0;186,0;186,0;673,0
113;0;0;1;0;0;1;0;0,2707415885789225;;100,0;269,0;100,0;206,0;100,0;269,0;201,0;269,0;201,0;136,0;100,0;269,0;100,0;136,0;100,0;136,0;201,0;136,0;206,0;201,0;206,0;136,0;100,0;136,0;269,0;100,0;206,0;206,0;269,0;269,0;206,0;201,0;100,0;269,0;136,0;269,0;206,0;136,0;100,0;100,0;206,0
114;1;0;0;1;0;0;1;0,3512471360833499;679,0;679,0;18,0;98,0;650,0;676,0;342,0;18,0;98,0;522,0;342,0;522,0;522,0;650,0;18,0;629,0;679,0;676,0;342,0;18,0;676,0;676,0;629,0;18,0;98,0;98,0;18,0;522,0;522,0;679,0;522,0;89,0;629,0;650,0;98,0;522,0;679,0;98,0;650,0;89,0;522,0;679,0
115;1;0;0;0;0;0;0;0,27144667270599393;553,0;;;553,0;;;;573,0;;;;553,0;;;;553,0;;;;553,0;;;;504,0;;;;573,0;;;;573,0;;;;573,0;;;;573,0;;
116;1;0;0;0;1;1;1;0,4030321408648031;515,0;54,0;655,0;54,0;655,0;687,0;514,0;54,0;495,0;495,0;514,0;54,0;444,0;655,0;54,0;515,0;655,0;519,0;514,0;687,0;444,0;687,0;54,0;515,0;655,0;687,0;514,0;515,0;687,0;444,0;655,0;54,0;444,0;655,0;514,0;514,0;687,0;406,0;444,0;515,0;687,0;444,0
117;0;1;1;1;0;1;0;0,3746226153293537;;670,0;386,0;;552,0;552,0;;;552,0;670,0;;;392,0;392,0;34,0;;580,0;552,0;;;392,0;670,0;34,0;;580,0;580,0;;;552,0;580,0;509,0;;670,0;580,0;;;580,0;580,0;;;670,0;552,0
118;1;0;0;1;0;1;1;0,41788189680442334;419,0;419,0;438,0;419,0;;587,0;532,0;451,0;;181,0;104,0;419,0;181,0;181,0;532,0;451,0;;561,0;79,0;419,0;181,0;246,0;575,0;148,0;;498,0;104,0;181,0;;498,0;532,0;80,0;;48,0;104,0;419,0;;587,0;41,0;587,0;;593,0
119;1;0;0;1;1;1;0;0,4952217399494778;50,0;142,0;142,0;570,0;;386,0;606,0;362,0;;387,0;362,0;50,0;;452,0;606,0;50,0;;569,0;142,0;606,0;;386,0;362,0;173,0;;199,0;50,0;142,0;;549,0;570,0;570,0;;361,0;50,0;570,0;;341,0;50,0;50,0;;82,0
120;0;0;0;1;0;0;1;0,22271007961966388;74,0;74,0;536,0;74,0;92,0;74,0;536,0;481,0;74,0;74,0;536,0;481,0;92,0;74,0;536,0;481,0;92,0;74,0;536,0;74,0;74,0;92,0;536,0;481,0;92,0;92,0;536,0;74,0;92,0;74,0;481,0;481,0;92,0;74,0;536,0;481,0;92,0;92,0;536,0;74,0;92,0;74,0
121;0;0;1;0;1;0;0;0,27676013871605626;;;492,0;;;;473,0;;;;473,0;;;;263,0;;;;473,0;;;;365,0;;;;473,0;;;;263,0;;;;263,0;;;;365,0;;;
122;1;0;1;1;0;0;0;0,4346665693971672;;673,0;123,0;439,0;439,0;123,0;190,0;190,0;439,0;11,0;273,0;439,0;123,0;484,0;273,0;439,0;439,0;123,0;273,0;273,0;273,0;546,0;190,0;439,0;123,0;474,0;439,0;273,0;190,0;190,0;273,0;439,0;439,0;263,0;123,0;123,0;439,0;322,0;273,0;439,0;273,0;273,0
123;1;0;1;1;0;0;1;0,4346665693971672;409,0;359,0;122,0;445,0;409,0;122,0;420,0;409,0;420,0;409,0;445,0;409,0;122,0;445,0;420,0;420,0;445,0;122,0;359,0;420,0;420,0;385,0;359,0;409,0;122,0;445,0;445,0;445,0;445,0;420,0;420,0;445,0;420,0;406,0;122,0;122,0;409,0;409,0;359,0;409,0;420,0;420,0
124;1;1;1;1;1;1;1;0,6073783665585388;265,0;524,0;694,0;506,0;;698,0;493,0;407,0;174,0;105,0;105,0;506,0;524,0;231,0;353,0;320,0;;105,0;214,0;174,0;;265,0;174,0;506,0;105,0;105,0;320,0;314,0;174,0;205,0;353,0;524,0;265,0;105,0;506,0;174,0;265,0;30,0;506,0;694,0;;506,0
125;1;1;0;1;0;1;1;0,4435465796666669;;511,0;430,0;592,0;616,0;616,0;214,0;592,0;616,0;592,0;616,0;222,0;;385,0;222,0;698,0;222,0;592,0;222,0;592,0;616,0;222,0;592,0;698,0;222,0;572,0;222,0;616,0;592,0;222,0;214,0;214,0;;616,0;616,0;616,0;616,0;254,0;430,0;698,0;616,0;555,0
126;1;0;0;1;1;0;0;0,4252639396200544;;340,0;442,0;442,0;304,0;470,0;129,0;470,0;546,0;304,0;304,0;129,0;129,0;442,0;546,0;304,0;546,0;304,0;546,0;129,0;546,0;470,0;470,0;470,0;442,0;304,0;470,0;546,0;304,0;546,0;129,0;442,0;442,0;129,0;546,0;129,0;470,0;129,0;129,0;546,0;304,0;470,0
127;1;1;0;0;0;1;0;0,35422611154504696;276,0;250,0;6,0;282,0;212,0;6,0;212,0;212,0;212,0;250,0;563,0;563,0;563,0;212,0;282,0;276,0;212,0;250,0;276,0;212,0;276,0;6,0;6,0;276,0;212,0;282,0;282,0;282,0;276,0;212,0;250,0;6,0;250,0;276,0;282,0;250,0;563,0;276,0;276,0;563,0;250,0;6,0
128;0;1;1;1;0;1;0;0,3746226153293537;552,0;569,0;;;392,0;670,0;;;392,0;580,0;;;670,0;580,0;;;670,0;580,0;;;670,0;580,0;;;392,0;552,0;;;392,0;670,0;;;552,0;670,0;;;392,0;552,0;;;580,0;580,0
129;1;0;0;1;1;0;1;0,4252639396200544;132,0;132,0;132,0;240,0;625,0;162,0;126,0;162,0;;406,0;625,0;126,0;126,0;359,0;240,0;162,0;625,0;359,0;162,0;126,0;;495,0;240,0;132,0;132,0;162,0;132,0;132,0;;561,0;126,0;162,0;;126,0;132,0;126,0;240,0;126,0;126,0;108,0;132,0;511,0
130;0;1;0;1;1;1;0;0,3656786946243736;65,0;;243,0;215,0;243,0;106,0;230,0;34,0;230,0;230,0;243,0;215,0;106,0;65,0;396,0;509,0;65,0;396,0;106,0;569,0;65,0;230,0;396,0;569,0;106,0;663,0;230,0;82,0;396,0;230,0;663,0;215,0;65,0;65,0;230,0;34,0;396,0;65,0;106,0;569,0;243,0;230,0
131;1;1;0;0;1;0;0;0,3611813609331195;;;;538,0;39,0;449,0;;547,0;581,0;449,0;;547,0;39,0;39,0;;449,0;581,0;449,0;;581,0;449,0;581,0;;581,0;581,0;449,0;;538,0;449,0;581,0;;175,0;581,0;581,0;;581,0;581,0;39,0;;449,0;449,0;39,0
132;1;0;0;1;1;0;0;0,4252639396200544;129,0;129,0;129,0;546,0;355,0;442,0;442,0;442,0;355,0;346,0;442,0;546,0;355,0;355,0;442,0;470,0;366,0;492,0;442,0;442,0;523,0;156,0;546,0;129,0;129,0;156,0;129,0;129,0;355,0;473,0;442,0;546,0;70,0;355,0;129,0;442,0;582,0;492,0;304,0;304,0;129,0;492,0
133;0;0;0;0;0;1;1;0,207248929192348;20,0;0,0;154,0;456,0;0,0;482,0;154,0;0,0;482,0;0,0;154,0;456,0;0,0;0,0;0,0;456,0;0,0;482,0;0,0;456,0;0,0;482,0;154,0;0,0;0,0;482,0;154,0;0,0;482,0;482,0;154,0;456,0;0,0;482,0;154,0;456,0;482,0;482,0;154,0;0,0;482,0;482,0
134;0;1;1;0;1;1;0;0,3603584801033871;469,0;469,0;260,0;260,0;194,0;194,0;34,0;194,0;194,0;260,0;34,0;194,0;469,0;260,0;469,0;194,0;260,0;194,0;386,0;194,0;260,0;194,0;194,0;194,0;194,0;260,0;509,0;194,0;469,0;469,0;194,0;260,0;260,0;194,0;569,0;194,0;194,0;260,0;509,0;469,0;194,0;260,0
135;0;0;0;0;0;0;0;0,16469854039057807;207,0;;207,0;285,0;207,0;207,0;207,0;285,0;285,0;285,0;285,0;207,0;285,0;207,0;207,0;285,0;285,0;207,0;207,0;207,0;285,0;285,0;207,0;207,0;207,0;285,0;285,0;207,0;285,0;285,0;207,0;285,0;285,0;207,0;285,0;285,0;207,0;207,0;207,0;285,0;285,0;207,0
136;0;0;1;0;0;1;1;0,2707415885789225;217,0;51,0;383,0;594,0;217,0;217,0;594,0;594,0;51,0;217,0;113,0;37,0;467,0;467,0;113,0;594,0;113,0;467,0;113,0;217,0;217,0;467,0;113,0;594,0;113,0;217,0;51,0;323,0;467,0;383,0;613,0;594,0;51,0;383,0;594,0;113,0;383,0;467,0;113,0;594,0;51,0;383,0
137;1;0;0;1;0;0;1;0,3512471360833499;676,0;676,0;98,0;629,0;679,0;679,0;522,0;89,0;89,0;679,0;522,0;98,0;629,0;522,0;522,0;18,0;629,0;629,0;650,0;629,0;89,0;98,0;522,0;629,0;676,0;522,0;650,0;18,0;629,0;676,0;650,0;277,0;676,0;522,0;522,0;277,0;522,0;89,0;18,0;522,0;679,0;98,0
138;0;0;1;1;0;1;0;0,3504344726309674;567,0;582,0;368,0;83,0;;;567,0;368,0;;;83,0;567,0;;;368,0;422,0;;;567,0;422,0;;;368,0;683,0;;;402,0;683,0;;;402,0;501,0;;;368,0;567,0;;;368,0;402,0;;
139;0;0;0;1;0;1;0;0,2753081933195574;;;375,0;;375,0;375,0;605,0;;375,0;605,0;605,0;;375,0;605,0;;;605,0;605,0;605,0;;375,0;375,0;605,0;;375,0;375,0;375,0;;375,0;605,0;375,0;;605,0;605,0;;;605,0;375,0;375,0;;605,0;375,0
140;0;0;1;1;1;0;0;0,35735647137134297;300,0;300,0;427,0;166,0;478,0;300,0;257,0;257,0;300,0;427,0;257,0;257,0;656,0;257,0;300,0;656,0;427,0;478,0;257,0;427,0;427,0;478,0;166,0;656,0;300,0;478,0;166,0;478,0;478,0;300,0;656,0;166,0;478,0;166,0;257,0;300,0;300,0;427,0;478,0;478,0;300,0;300,0
141;1;0;0;0;0;1;0;0,3306585947733612;384,0;356,0;262,0;;178,0;85,0;178,0;;85,0;262,0;486,0;;85,0;85,0;178,0;;356,0;486,0;384,0;;486,0;85,0;85,0;;85,0;486,0;178,0;;178,0;384,0;262,0;;262,0;262,0;486,0;;486,0;262,0;178,0;;85,0;85,0
142;1;0;0;1;1;1;1;0,4952217399494778;500,0;119,0;119,0;183,0;699,0;699,0;575,0;479,0;479,0;575,0;183,0;183,0;479,0;699,0;555,0;183,0;500,0;479,0;119,0;500,0;500,0;699,0;500,0;575,0;183,0;575,0;575,0;119,0;699,0;500,0;699,0;699,0;479,0;699,0;699,0;479,0;500,0;183,0;699,0;500,0;500,0;699,0
143;0;0;0;0;0;1;0;0,207248929192348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;1;1;0;0;1;1;1;0,4284560788216125;14,0;382,0;502,0;584,0;;372,0;382,0;232,0;404,0;14,0;649,0;382,0;;406,0;14,0;372,0;372,0;625,0;624,0;649,0;14,0;372,0;382,0;372,0;;637,0;385,0;649,0;404,0;372,0;624,0;649,0;;14,0;382,0;404,0;;649,0;385,0;372,0;14,0;372,0
145;1;1;1;0;0;1;0;0,4378755152975843;223,0;685,0;361,0;225,0;361,0;235,0;225,0;685,0;225,0;685,0;361,0;609,0;609,0;609,0;685,0;685,0;609,0;609,0;223,0;223,0;223,0;223,0;225,0;225,0;685,0;685,0;361,0;609,0;235,0;71,0;223,0;609,0;235,0;357,0;685,0;685,0;609,0;361,0;235,0;235,0;609,0;11,0
146;0;1;1;0;0;0;1;0,23717023124678005;21,0;435,0;296,0;296,0;535,0;535,0;435,0;343,0;343,0;343,0;296,0;343,0;535,0;343,0;435,0;343,0;535,0;343,0;435,0;296,0;343,0;535,0;296,0;343,0;343,0;535,0;296,0;343,0;343,0;535,0;435,0;343,0;535,0;535,0;296,0;343,0;535,0;535,0;296,0;296,0;535,0;343,0
147;0;0;0;1;1;1;1;0,3417524538577981;38,0;19,0;19,0;202,0;38,0;19,0;66,0;110,0;110,0;66,0;208,0;202,0;19,0;38,0;110,0;208,0;66,0;110,0;66,0;110,0;38,0;19,0;208,0;110,0;110,0;110,0;110,0;208,0;66,0;110,0;19,0;202,0;38,0;38,0;110,0;110,0;38,0;38,0;19,0;575,0;66,0;110,0
148;1;0;1;1;0;1;0;0,5048125532864441;666,0;239,0;75,0;310,0;510,0;239,0;75,0;102,0;239,0;13,0;510,0;13,0;13,0;666,0;13,0;13,0;75,0;510,0;13,0;102,0;590,0;666,0;510,0;118,0;239,0;13,0;75,0;102,0;510,0;510,0;239,0;102,0;510,0;239,0;590,0;453,0;239,0;13,0;239,0;102,0;13,0;13,0
149;1;1;1;0;1;1;0;0,5156379511797571;;;286,0;548,0;428,0;446,0;662,0;200,0;446,0;428,0;351,0;548,0;446,0;428,0;351,0;484,0;446,0;428,0;662,0;548,0;446,0;446,0;62,0;466,0;428,0;446,0;450,0;574,0;389,0;428,0;600,0;548,0;446,0;389,0;662,0;548,0;446,0;428,0;88,0;484,0;389,0;446,0
150;1;1;1;1;0;0;1;0,4605465384236457;618,0;112,0;496,0;618,0;;324,0;496,0;429,0;618,0;451,0;112,0;112,0;;644,0;403,0;496,0;;112,0;112,0;112,0;496,0;658,0;403,0;618,0;112,0;218,0;618,0;618,0;112,0;618,0;403,0;112,0;496,0;496,0;618,0;429,0;112,0;644,0;618,0;496,0;496,0;618,0
151;1;0;0;0;0;0;0;0,27144667270599393;;;;;573,0;553,0;;;573,0;553,0;;;504,0;504,0;;;573,0;573,0;;;573,0;553,0;;;573,0;504,0;;;553,0;573,0;;;553,0;504,0;;;504,0;573,0;;;504,0;504,0
152;1;0;0;0;1;0;1;0,33739286408169994;583,0;333,0;333,0;583,0;333,0;333,0;333,0;615,0;333,0;333,0;333,0;583,0;333,0;333,0;333,0;583,0;333,0;333,0;333,0;615,0;333,0;333,0;333,0;583,0;333,0;333,0;333,0;583,0;333,0;333,0;333,0;615,0;333,0;333,0;333,0;583,0;333,0;333,0;333,0;583,0;333,0;333,0
153;0;0;0;1;0;1;0;0,2753081933195574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;0;0;0;0;0;1;0;0,207248929192348;;390,0;133,0;;;;133,0;;;;133,0;;;;390,0;;;;390,0;;;;133,0;;;;133,0;;;;133,0;;;;133,0;;;;133,0;;;
155;1;0;1;1;0;1;0;0,5048125532864441;590,0;510,0;;510,0;590,0;13,0;;590,0;590,0;510,0;;666,0;666,0;75,0;666,0;666,0;510,0;239,0;;13,0;13,0;510,0;75,0;590,0;590,0;666,0;13,0;13,0;13,0;239,0;;510,0;590,0;590,0;666,0;13,0;75,0;75,0;;13,0;590,0;510,0
156;0;0;1;1;1;1;1;0,42439205240760136;57,0;57,0;59,0;541,0;541,0;359,0;541,0;664,0;625,0;649,0;651,0;651,0;240,0;541,0;541,0;66,0;240,0;632,0;664,0;22,0;108,0;132,0;459,0;66,0;;132,0;38,0;66,0;216,0;541,0;541,0;19,0;651,0;57,0;59,0;651,0;;541,0;38,0;38,0;;441,0
157;1;1;0;1;0;0;0;0,37545894903577226;350,0;517,0;;69,0;;366,0;;350,0;;474,0;;350,0;;473,0;;69,0;;442,0;;350,0;;;;517,0;;470,0;;517,0;;470,0;;517,0;;;;69,0;;442,0;;517,0;;442,0
158;1;1;1;0;0;0;1;0,3700794594640561;601,0;601,0;344,0;344,0;;601,0;309,0;437,0;601,0;586,0;344,0;586,0;;344,0;344,0;344,0;;344,0;309,0;576,0;;586,0;586,0;242,0;601,0;344,0;601,0;601,0;586,0;601,0;586,0;601,0;586,0;589,0;344,0;601,0;586,0;586,0;344,0;344,0;344,0;344,0
159;0;0;0;1;0;1;0;0,2753081933195574;;;605,0;375,0;605,0;605,0;375,0;605,0;605,0;375,0;375,0;605,0;605,0;375,0;605,0;375,0;375,0;375,0;375,0;605,0;605,0;605,0;375,0;605,0;605,0;605,0;605,0;605,0;605,0;375,0;605,0;375,0;375,0;375,0;605,0;375,0;375,0;605,0;605,0;375,0;375,0;605,0
160;1;1;0;0;1;0;0;0,3611813609331195;39,0;;341,0;;449,0;39,0;630,0;;449,0;581,0;341,0;;449,0;581,0;630,0;;39,0;39,0;538,0;;581,0;449,0;547,0;;449,0;39,0;452,0;;39,0;39,0;549,0;;39,0;39,0;549,0;;449,0;449,0;462,0;;581,0;449,0
161;0;0;1;0;1;1;0;0,3365956238747993;;352,0;;410,0;;;322,0;352,0;;;;364,0;;;;224,0;;;;224,0;;;;224,0;;;;352,0;;;465,0;352,0;;;;352,0;;;;224,0;;
162;1;0;0;1;1;0;0;0,4252639396200544;304,0;442,0;470,0;304,0;442,0;129,0;304,0;129,0;548,0;442,0;470,0;470,0;474,0;546,0;304,0;129,0;442,0;68,0;129,0;470,0;484,0;200,0;304,0;546,0;546,0;129,0;304,0;442,0;470,0;442,0;546,0;129,0;470,0;442,0;304,0;470,0;70,0;523,0;442,0;442,0;546,0;548,0
163;0;1;0;1;1;1;0;0,3656786946243736;396,0;396,0;230,0;396,0;230,0;396,0;396,0;663,0;65,0;396,0;106,0;230,0;396,0;243,0;663,0;65,0;230,0;65,0;243,0;106,0;106,0;396,0;663,0;396,0;396,0;396,0;106,0;243,0;106,0;396,0;243,0;663,0;106,0;243,0;663,0;458,0;106,0;230,0;230,0;243,0;230,0;65,0
164;0;0;0;0;1;1;0;0,2632338474605984;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;
165;0;1;0;0;0;0;0;0,17961146631316968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;0;0;1;1;1;0;1;0,35735647137134297;99,0;621,0;634,0;140,0;219,0;36,0;99,0;99,0;36,0;219,0;36,0;621,0;621,0;621,0;219,0;621,0;621,0;621,0;99,0;99,0;99,0;99,0;140,0;634,0;219,0;447,0;140,0;634,0;219,0;219,0;447,0;140,0;447,0;140,0;219,0;447,0;99,0;447,0;99,0;219,0;99,0;447,0
