_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
102;1;0;0;1;0;1;1;0,32125331444981103;587,0;181,0;277,0;181,0;419,0;587,0;362,0;181,0;587,0;122,0;419,0;451,0;181,0;445,0;419,0;419,0;;273,0;419,0;311,0;;419,0;277,0;587,0;;419,0;181,0;211,0;;587,0;362,0;311,0;;587,0;181,0;311,0;587,0;587,0;181,0;587,0;419,0;273,0
103;0;0;1;0;1;0;0;0,2006846350133488;306,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;0;0;0;1;0;1;0;0,21962428116898436;;;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0;;375,0;375,0;375,0
105;1;1;1;1;1;1;1;0,4657473237537692;661,0;286,0;43,0;286,0;124,0;62,0;62,0;662,0;124,0;62,0;43,0;43,0;43,0;62,0;176,0;450,0;176,0;124,0;62,0;286,0;43,0;176,0;351,0;43,0;43,0;43,0;88,0;286,0;43,0;43,0;62,0;661,0;124,0;62,0;62,0;286,0;176,0;43,0;88,0;450,0;124,0;600,0
106;0;1;0;1;1;1;1;0,2997982482783427;400,0;505,0;589,0;163,0;24,0;646,0;646,0;589,0;163,0;24,0;505,0;400,0;24,0;130,0;130,0;589,0;24,0;163,0;646,0;163,0;163,0;646,0;130,0;505,0;130,0;400,0;425,0;505,0;163,0;400,0;24,0;505,0;163,0;24,0;24,0;400,0;505,0;24,0;130,0;400,0;163,0;505,0
107;1;0;1;0;0;0;1;0,2695799376398798;198,0;252,0;293,0;63,0;256,0;84,0;293,0;63,0;293,0;293,0;256,0;198,0;293,0;256,0;628,0;63,0;84,0;84,0;63,0;63,0;63,0;84,0;256,0;63,0;293,0;84,0;63,0;63,0;84,0;293,0;293,0;293,0;84,0;256,0;256,0;84,0;84,0;252,0;628,0;84,0;252,0;84,0
108;1;0;0;1;1;0;0;0,3057715080176313;;129,0;546,0;304,0;;;304,0;546,0;;;129,0;442,0;;;129,0;304,0;;;546,0;129,0;;;442,0;546,0;;;442,0;442,0;;;442,0;304,0;;;546,0;546,0;;;129,0;129,0;;
109;1;0;0;0;0;1;0;0,2726080071702801;;178,0;178,0;356,0;;;384,0;486,0;;;85,0;384,0;;;356,0;486,0;;;85,0;356,0;;;178,0;85,0;;;486,0;356,0;;;486,0;85,0;;;178,0;85,0;;;178,0;486,0;;
110;0;0;0;1;1;1;0;0,2435555466319357;;173,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;0;1;0;1;0;1;0;0,27233023077345325;;;642,0;;;;642,0;;;;642,0;;;;642,0;;;;642,0;;;;642,0;;;;415,0;;;;415,0;;;;415,0;;;;415,0;;;
112;1;1;1;1;0;0;0;0,38264963528307744;150,0;186,0;186,0;595,0;186,0;186,0;595,0;673,0;150,0;673,0;186,0;673,0;673,0;673,0;673,0;186,0;150,0;673,0;186,0;673,0;673,0;673,0;150,0;186,0;186,0;595,0;595,0;673,0;186,0;150,0;595,0;595,0;673,0;595,0;186,0;186,0;595,0;673,0;673,0;595,0;186,0;186,0
113;0;0;1;0;0;1;0;0,21247414728306924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;1;0;0;1;0;0;1;0,27797347546282425;98,0;89,0;98,0;342,0;676,0;342,0;522,0;89,0;342,0;676,0;629,0;98,0;342,0;18,0;629,0;98,0;137,0;137,0;522,0;98,0;137,0;342,0;342,0;137,0;674,0;342,0;98,0;98,0;137,0;342,0;629,0;137,0;137,0;18,0;98,0;98,0;342,0;674,0;629,0;98,0;676,0;137,0
115;1;0;0;0;0;0;0;0,23362599616848306;;;553,0;;;;573,0;;;;573,0;;;;573,0;;;;504,0;;;;553,0;;;;573,0;;;;553,0;;;;504,0;;;;504,0;;;
116;1;0;0;0;1;1;1;0,30009248760362195;495,0;515,0;54,0;514,0;514,0;514,0;54,0;515,0;515,0;54,0;245,0;515,0;514,0;54,0;245,0;515,0;514,0;54,0;245,0;514,0;515,0;515,0;54,0;515,0;515,0;54,0;54,0;515,0;514,0;515,0;385,0;514,0;54,0;54,0;385,0;515,0;515,0;54,0;54,0;514,0;515,0;515,0
117;0;1;1;1;0;1;0;0,31181707224316;580,0;;580,0;;670,0;670,0;580,0;;670,0;670,0;670,0;;392,0;392,0;580,0;;670,0;670,0;392,0;;392,0;670,0;552,0;;580,0;670,0;580,0;;580,0;580,0;580,0;;552,0;552,0;580,0;;552,0;670,0;392,0;;670,0;670,0
118;1;0;0;1;0;1;1;0,32125331444981103;181,0;310,0;587,0;587,0;;310,0;262,0;311,0;181,0;419,0;311,0;310,0;;359,0;181,0;578,0;419,0;359,0;181,0;587,0;419,0;310,0;311,0;451,0;587,0;445,0;587,0;419,0;;409,0;181,0;578,0;310,0;310,0;210,0;419,0;;181,0;262,0;451,0;;122,0
119;1;0;0;1;1;1;0;0,3512737743270781;;290,0;606,0;606,0;50,0;50,0;570,0;606,0;50,0;606,0;570,0;50,0;570,0;142,0;606,0;50,0;570,0;606,0;570,0;606,0;142,0;606,0;570,0;606,0;606,0;50,0;606,0;606,0;570,0;606,0;142,0;50,0;606,0;570,0;50,0;606,0;50,0;50,0;606,0;570,0;606,0;142,0
120;0;0;0;1;0;0;1;0,1862784907631384;196,0;481,0;92,0;196,0;74,0;196,0;92,0;481,0;196,0;196,0;74,0;196,0;74,0;74,0;74,0;481,0;196,0;196,0;92,0;481,0;74,0;74,0;74,0;196,0;74,0;74,0;74,0;481,0;74,0;196,0;74,0;196,0;196,0;74,0;74,0;196,0;196,0;196,0;92,0;481,0;196,0;196,0
121;0;0;1;0;1;0;0;0,2006846350133488;;;;306,0;306,0;279,0;;279,0;279,0;279,0;;279,0;306,0;306,0;;306,0;279,0;279,0;;306,0;279,0;279,0;;306,0;279,0;279,0;;279,0;279,0;306,0;;279,0;306,0;306,0;;279,0;279,0;306,0;;306,0;306,0;306,0
122;1;0;1;1;0;0;0;0,31792107046550216;439,0;;;;;190,0;;;;102,0;;;;439,0;;;;209,0;;;;439,0;;;;453,0;;;;209,0;;;;453,0;;;;439,0;;;;118,0
123;1;0;1;1;0;0;0;0,31792107046550216;190,0;;;;439,0;439,0;;;190,0;190,0;;;190,0;190,0;;;439,0;439,0;;;439,0;190,0;;;439,0;439,0;;;190,0;439,0;;;190,0;190,0;;;190,0;190,0;;;190,0;439,0
124;1;1;1;1;1;1;0;0,4657473237537692;174,0;;;;105,0;174,0;;;105,0;174,0;;;265,0;265,0;;;506,0;105,0;;;174,0;265,0;;;174,0;524,0;;;524,0;524,0;;;105,0;506,0;;;524,0;524,0;;;105,0;524,0
125;1;1;0;1;0;1;1;0,38627610533052;222,0;78,0;616,0;78,0;222,0;222,0;592,0;78,0;616,0;592,0;616,0;592,0;222,0;592,0;616,0;78,0;222,0;616,0;592,0;592,0;222,0;222,0;592,0;616,0;222,0;616,0;616,0;616,0;222,0;78,0;616,0;616,0;616,0;592,0;592,0;592,0;222,0;592,0;11,0;592,0;222,0;616,0
126;1;0;0;1;1;0;0;0,3057715080176313;129,0;304,0;442,0;546,0;;;442,0;442,0;;;442,0;304,0;;;546,0;546,0;;;442,0;304,0;;;304,0;304,0;;;546,0;304,0;;;129,0;442,0;;;129,0;304,0;;;304,0;546,0;;
127;1;1;0;0;0;1;0;0,33260969386236583;282,0;250,0;563,0;6,0;250,0;282,0;250,0;212,0;250,0;563,0;212,0;282,0;250,0;282,0;282,0;250,0;250,0;6,0;212,0;250,0;250,0;282,0;563,0;6,0;6,0;6,0;250,0;282,0;6,0;250,0;563,0;250,0;6,0;6,0;6,0;250,0;282,0;212,0;212,0;282,0;250,0;563,0
128;0;1;1;1;0;1;0;0,31181707224316;552,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;1;0;0;1;1;0;1;0,3057715080176313;126,0;108,0;132,0;216,0;216,0;162,0;470,0;216,0;240,0;216,0;108,0;470,0;625,0;216,0;108,0;216,0;216,0;162,0;132,0;108,0;216,0;216,0;132,0;216,0;216,0;240,0;470,0;470,0;216,0;240,0;126,0;216,0;216,0;162,0;126,0;470,0;625,0;216,0;108,0;108,0;162,0;162,0
130;0;1;0;1;1;1;0;0,2997982482783427;65,0;663,0;663,0;230,0;243,0;663,0;230,0;65,0;243,0;65,0;663,0;243,0;243,0;106,0;106,0;243,0;396,0;243,0;65,0;663,0;243,0;65,0;106,0;396,0;106,0;663,0;243,0;396,0;663,0;663,0;230,0;243,0;65,0;65,0;230,0;243,0;65,0;65,0;106,0;230,0;243,0;230,0
131;1;1;0;0;1;0;0;0,3168360725006976;;;;449,0;449,0;449,0;;581,0;449,0;449,0;;449,0;581,0;581,0;;581,0;581,0;581,0;;581,0;581,0;581,0;;449,0;449,0;449,0;;581,0;449,0;449,0;;449,0;581,0;449,0;;581,0;581,0;449,0;;581,0;449,0;581,0
132;1;0;0;1;1;0;0;0,3057715080176313;442,0;442,0;129,0;;;;546,0;;;;304,0;;;;304,0;;;;129,0;;;;129,0;;;;304,0;;;;546,0;;;;442,0;;;;546,0;;;
133;0;0;0;0;0;1;1;0,18223621119888045;20,0;0,0;154,0;97,0;20,0;0,0;0,0;0,0;0,0;20,0;154,0;97,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;20,0;154,0;97,0;0,0;0,0;154,0;97,0;20,0;0,0;154,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0
134;0;1;1;0;1;1;0;0,2910113136116215;469,0;;;194,0;194,0;469,0;;194,0;469,0;194,0;;194,0;469,0;194,0;;194,0;469,0;194,0;;194,0;194,0;194,0;;194,0;194,0;469,0;;469,0;469,0;194,0;;469,0;469,0;194,0;;194,0;469,0;469,0;;469,0;469,0;469,0
135;0;0;0;0;0;0;0;0,15345084730174804;285,0;;;285,0;;;;285,0;;;;207,0;;;;207,0;;;;207,0;;;;207,0;;;;207,0;;;;285,0;;;;207,0;;;;285,0;;
136;0;0;1;0;0;1;0;0,21247414728306924;201,0;;;;269,0;100,0;;;269,0;269,0;;;100,0;100,0;;;269,0;269,0;;;201,0;201,0;;;269,0;269,0;;;201,0;100,0;;;100,0;100,0;;;201,0;100,0;;;100,0;201,0
137;1;0;0;1;0;0;0;0,27797347546282425;354,0;354,0;354,0;472,0;472,0;472,0;354,0;354,0;354,0;472,0;25,0;619,0;472,0;25,0;25,0;472,0;114,0;114,0;25,0;472,0;114,0;619,0;25,0;114,0;354,0;472,0;354,0;25,0;114,0;354,0;472,0;114,0;114,0;619,0;354,0;25,0;619,0;619,0;472,0;472,0;354,0;114,0
138;0;0;1;1;0;1;0;0,2541379791261026;683,0;83,0;567,0;402,0;402,0;422,0;402,0;567,0;567,0;368,0;567,0;83,0;422,0;83,0;501,0;368,0;422,0;368,0;501,0;422,0;501,0;683,0;422,0;422,0;83,0;83,0;683,0;501,0;501,0;567,0;402,0;83,0;402,0;683,0;402,0;402,0;83,0;402,0;501,0;567,0;567,0;501,0
139;0;0;0;1;0;1;0;0,21962428116898436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;0;0;1;1;1;0;0;0,2407433793322588;427,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;1;0;0;0;0;1;0;0,2726080071702801;85,0;356,0;384,0;;85,0;178,0;356,0;;356,0;384,0;178,0;;486,0;85,0;486,0;;384,0;178,0;486,0;;85,0;486,0;85,0;;178,0;85,0;178,0;;85,0;178,0;85,0;;85,0;356,0;85,0;;85,0;356,0;356,0;;384,0;486,0
142;1;0;0;1;1;1;1;0,3512737743270781;500,0;555,0;500,0;362,0;699,0;699,0;500,0;183,0;699,0;699,0;362,0;183,0;500,0;119,0;699,0;362,0;699,0;555,0;500,0;699,0;119,0;500,0;479,0;183,0;699,0;555,0;699,0;183,0;699,0;555,0;119,0;699,0;699,0;699,0;479,0;362,0;500,0;699,0;699,0;699,0;699,0;119,0
143;0;0;0;0;0;1;0;0,18223621119888045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;1;1;0;0;1;1;1;0,3631236349357641;68,0;404,0;14,0;484,0;372,0;14,0;649,0;404,0;574,0;574,0;382,0;574,0;14,0;372,0;382,0;372,0;14,0;484,0;649,0;574,0;68,0;14,0;649,0;382,0;574,0;484,0;574,0;372,0;574,0;372,0;574,0;404,0;574,0;372,0;382,0;484,0;68,0;484,0;14,0;574,0;372,0;484,0
145;1;1;1;0;0;1;0;0,3763167570287944;;;361,0;685,0;235,0;609,0;609,0;685,0;609,0;609,0;235,0;685,0;361,0;235,0;235,0;361,0;685,0;235,0;235,0;609,0;235,0;685,0;609,0;609,0;685,0;685,0;609,0;609,0;685,0;685,0;361,0;685,0;685,0;685,0;361,0;361,0;361,0;361,0;235,0;685,0;685,0;685,0
146;0;1;1;0;0;0;1;0,2259069811657392;268,0;530,0;343,0;268,0;343,0;435,0;296,0;268,0;435,0;343,0;343,0;268,0;343,0;343,0;296,0;317,0;343,0;343,0;343,0;317,0;343,0;435,0;343,0;317,0;435,0;435,0;296,0;268,0;435,0;343,0;343,0;268,0;435,0;343,0;343,0;268,0;435,0;343,0;343,0;268,0;343,0;343,0
147;0;0;0;1;1;1;0;0,2435555466319357;;337,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;1;0;1;1;0;1;0;0,3642826211491781;;;;13,0;;;;13,0;;;;590,0;;;;590,0;;;;239,0;;;;239,0;;;;590,0;;;;239,0;;;;239,0;;;;590,0;;
149;1;1;1;0;1;1;1;0,4083868097694666;389,0;428,0;617,0;617,0;389,0;428,0;428,0;428,0;446,0;389,0;389,0;428,0;446,0;389,0;446,0;584,0;446,0;407,0;446,0;584,0;428,0;446,0;617,0;584,0;407,0;389,0;584,0;617,0;584,0;446,0;428,0;617,0;584,0;389,0;389,0;428,0;407,0;389,0;428,0;584,0;617,0;617,0
150;1;1;1;1;0;0;1;0,38264963528307744;112,0;618,0;397,0;618,0;618,0;618,0;397,0;618,0;112,0;496,0;618,0;618,0;;78,0;496,0;561,0;112,0;78,0;618,0;618,0;;618,0;112,0;496,0;;618,0;397,0;496,0;496,0;112,0;618,0;561,0;496,0;78,0;397,0;618,0;;496,0;397,0;618,0;496,0;496,0
151;1;0;0;0;0;0;0;0,23362599616848306;;;;;504,0;553,0;;;573,0;504,0;;;504,0;573,0;;;573,0;504,0;;;573,0;553,0;;;573,0;573,0;;;573,0;504,0;;;504,0;504,0;;;573,0;573,0;;;553,0;553,0
152;1;0;0;0;1;0;0;0,25857741498084724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;0;0;0;1;0;1;0;0,21962428116898436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;0;0;0;0;0;1;0;0,18223621119888045;;;133,0;;;;390,0;;;;133,0;;;;390,0;;;;390,0;;;;390,0;;;;133,0;;;;133,0;;;;133,0;;;;390,0;;;
155;1;0;1;1;0;1;0;0,3642826211491781;239,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;0;0;1;1;1;1;1;0,2804783395395821;70,0;541,0;651,0;70,0;541,0;541,0;651,0;70,0;523,0;57,0;70,0;523,0;355,0;70,0;70,0;651,0;541,0;541,0;70,0;651,0;523,0;523,0;57,0;651,0;57,0;57,0;355,0;57,0;541,0;70,0;541,0;651,0;355,0;523,0;541,0;355,0;70,0;355,0;355,0;355,0;523,0;57,0
157;1;1;0;1;0;0;0;0,3386063725773109;;517,0;517,0;69,0;;;517,0;517,0;;;350,0;595,0;;;350,0;350,0;;;517,0;350,0;;;350,0;673,0;;;69,0;517,0;;;350,0;350,0;;;350,0;517,0;;;517,0;517,0;;
158;1;1;1;0;0;0;0;0,3292167894214138;;;171,0;171,0;171,0;468,0;171,0;171,0;171,0;171,0;468,0;468,0;468,0;468,0;171,0;171,0;171,0;468,0;171,0;171,0;171,0;468,0;171,0;171,0;171,0;468,0;171,0;468,0;171,0;171,0;171,0;468,0;468,0;468,0;171,0;468,0;171,0;171,0;468,0;468,0;171,0;171,0
159;0;0;0;1;0;1;0;0,21962428116898436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;1;1;0;0;1;0;0;0,3168360725006976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;0;0;1;0;1;1;0;0,2358617810900413;;;364,0;;;;224,0;;;;352,0;;;;224,0;;;;352,0;;;;224,0;;;;301,0;;;;364,0;;;;224,0;;;;352,0;;;
162;1;0;0;1;1;0;0;0,3057715080176313;;546,0;;;546,0;129,0;;;546,0;546,0;;;546,0;442,0;;;442,0;129,0;;;304,0;304,0;;;442,0;546,0;;;304,0;442,0;;;442,0;129,0;;;442,0;546,0;;;129,0;129,0
163;0;1;0;1;1;1;0;0,2997982482783427;663,0;396,0;;106,0;663,0;243,0;;396,0;106,0;663,0;;663,0;663,0;243,0;;663,0;65,0;106,0;;106,0;106,0;243,0;;65,0;65,0;230,0;;230,0;106,0;396,0;;65,0;106,0;243,0;;663,0;663,0;243,0;;663,0;106,0;65,0
164;0;0;0;0;1;1;0;0,2031540736476335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;0;1;0;0;0;0;0;0,19422885098031425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;0;0;1;1;1;0;1;0,2407433793322588;634,0;36,0;478,0;300,0;99,0;447,0;99,0;478,0;447,0;634,0;621,0;36,0;634,0;99,0;478,0;300,0;621,0;447,0;219,0;447,0;621,0;99,0;621,0;300,0;621,0;447,0;99,0;300,0;447,0;621,0;621,0;36,0;621,0;634,0;621,0;478,0;634,0;621,0;99,0;300,0;634,0;99,0
167;0;1;1;1;1;0;1;0,2965913043575981;406,0;369,0;369,0;327,0;327,0;369,0;369,0;369,0;327,0;327,0;369,0;406,0;327,0;369,0;369,0;369,0;369,0;405,0;369,0;406,0;369,0;327,0;369,0;406,0;405,0;405,0;369,0;369,0;369,0;327,0;369,0;406,0;327,0;327,0;405,0;369,0;327,0;405,0;406,0;406,0;405,0;369,0
168;0;0;0;1;1;0;0;0,20754258615629076;418,0;;;418,0;;;;418,0;;;;182,0;;;;418,0;;;;182,0;;;;182,0;;;;182,0;;;;182,0;;;;418,0;;;;182,0;;
169;1;0;1;1;1;0;0;0,34778969588175784;489,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;1;0;1;0;0;0;1;0,2695799376398798;284,0;198,0;63,0;284,0;252,0;252,0;198,0;84,0;252,0;63,0;63,0;284,0;63,0;293,0;293,0;198,0;256,0;252,0;293,0;84,0;84,0;293,0;63,0;198,0;84,0;252,0;256,0;293,0;63,0;84,0;256,0;84,0;256,0;63,0;198,0;63,0;63,0;293,0;63,0;63,0;63,0;256,0
171;1;1;1;0;0;0;1;0,3292167894214138;601,0;221,0;158,0;158,0;158,0;344,0;158,0;158,0;158,0;158,0;586,0;601,0;344,0;344,0;158,0;158,0;158,0;344,0;158,0;158,0;158,0;344,0;158,0;158,0;158,0;344,0;158,0;601,0;158,0;158,0;158,0;601,0;344,0;344,0;158,0;601,0;158,0;158,0;586,0;601,0;158,0;158,0
172;0;1;1;1;0;1;0;0,31181707224316;;580,0;;670,0;;;;670,0;;;;552,0;;;;670,0;;;;552,0;;;;580,0;;;;392,0;;;;580,0;;;;580,0;;;;392,0;;
173;0;0;0;1;1;1;1;0,2435555466319357;19,0;110,0;202,0;261,0;261,0;66,0;202,0;261,0;66,0;261,0;202,0;38,0;261,0;66,0;208,0;38,0;261,0;261,0;208,0;38,0;261,0;261,0;202,0;38,0;261,0;66,0;202,0;261,0;66,0;261,0;208,0;38,0;66,0;66,0;208,0;261,0;261,0;66,0;202,0;261,0;261,0;66,0
174;1;1;1;1;1;1;1;0,4657473237537692;124,0;88,0;351,0;43,0;62,0;124,0;43,0;450,0;600,0;124,0;62,0;662,0;62,0;43,0;88,0;662,0;62,0;62,0;88,0;661,0;124,0;62,0;88,0;286,0;124,0;176,0;43,0;43,0;600,0;62,0;176,0;662,0;43,0;43,0;88,0;661,0;62,0;600,0;176,0;43,0;62,0;62,0
175;1;1;1;0;1;0;1;0,3595871722394001;341,0;637,0;637,0;547,0;547,0;480,0;547,0;254,0;637,0;177,0;547,0;254,0;460,0;460,0;480,0;177,0;547,0;547,0;547,0;177,0;254,0;547,0;254,0;637,0;254,0;547,0;637,0;341,0;637,0;460,0;637,0;254,0;177,0;254,0;254,0;254,0;637,0;254,0;591,0;177,0;460,0;637,0
176;1;1;1;1;1;1;0;0,4657473237537692;;;506,0;684,0;506,0;524,0;506,0;233,0;506,0;524,0;265,0;571,0;524,0;524,0;105,0;571,0;105,0;524,0;265,0;571,0;265,0;105,0;265,0;233,0;506,0;174,0;506,0;320,0;506,0;265,0;174,0;493,0;524,0;524,0;524,0;493,0;105,0;506,0;174,0;314,0;524,0;265,0
177;1;1;1;0;1;0;0;0,3595871722394001;452,0;630,0;365,0;549,0;452,0;549,0;492,0;452,0;549,0;175,0;263,0;538,0;549,0;462,0;452,0;175,0;549,0;549,0;365,0;175,0;549,0;630,0;365,0;452,0;630,0;462,0;549,0;462,0;630,0;538,0;346,0;549,0;175,0;452,0;452,0;452,0;549,0;549,0;365,0;175,0;452,0;462,0
178;1;0;0;0;0;1;1;0,2726080071702801;612,0;109,0;109,0;424,0;210,0;141,0;643,0;424,0;653,0;653,0;141,0;424,0;27,0;612,0;27,0;612,0;653,0;141,0;643,0;262,0;653,0;210,0;109,0;643,0;141,0;612,0;141,0;612,0;27,0;141,0;27,0;612,0;27,0;653,0;109,0;424,0;612,0;653,0;109,0;643,0;653,0;210,0
179;0;1;1;0;0;1;0;0,26404477799186865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;1;1;0;1;1;0;1;0,36936598018666056;518,0;380,0;197,0;197,0;379,0;380,0;518,0;380,0;518,0;380,0;379,0;518,0;380,0;380,0;197,0;330,0;380,0;197,0;197,0;379,0;197,0;379,0;379,0;518,0;518,0;197,0;379,0;197,0;380,0;197,0;197,0;379,0;379,0;380,0;380,0;330,0;518,0;379,0;197,0;380,0;330,0;518,0
181;1;0;0;1;0;1;0;0,32125331444981103;118,0;102,0;209,0;102,0;187,0;187,0;290,0;102,0;118,0;187,0;453,0;187,0;102,0;391,0;118,0;431,0;209,0;187,0;118,0;209,0;290,0;209,0;431,0;453,0;209,0;209,0;102,0;290,0;290,0;453,0;118,0;453,0;209,0;431,0;102,0;431,0;187,0;118,0;102,0;431,0;453,0;187,0
182;0;0;0;1;1;0;1;0,20754258615629076;316,0;488,0;338,0;338,0;381,0;488,0;338,0;338,0;488,0;381,0;338,0;168,0;488,0;381,0;338,0;338,0;381,0;488,0;338,0;168,0;488,0;381,0;338,0;168,0;488,0;381,0;488,0;168,0;381,0;381,0;338,0;168,0;488,0;488,0;488,0;338,0;488,0;488,0;338,0;168,0;381,0;488,0
183;1;0;0;1;1;1;0;0,3512737743270781;;391,0;;570,0;;;;142,0;;;;142,0;;;;606,0;;;;570,0;;;;142,0;;;;142,0;;;;606,0;;;;570,0;;;;50,0;;
184;0;0;0;0;1;1;0;0,2031540736476335;;;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0;;;289,0;289,0
185;0;1;1;0;0;1;0;0,26404477799186865;;;;388,0;;;;388,0;;;;388,0;;;;45,0;;;;388,0;;;;388,0;;;;45,0;;;;45,0;;;;388,0;;;;45,0;;
186;1;1;1;1;0;0;1;0,38264963528307744;496,0;112,0;112,0;561,0;112,0;112,0;618,0;496,0;618,0;78,0;112,0;496,0;618,0;618,0;618,0;112,0;496,0;496,0;112,0;561,0;496,0;496,0;397,0;112,0;112,0;78,0;618,0;618,0;112,0;222,0;397,0;496,0;;496,0;112,0;112,0;496,0;618,0;618,0;561,0;112,0;112,0
187;1;0;0;1;0;1;1;0,32125331444981103;310,0;419,0;262,0;451,0;181,0;181,0;310,0;578,0;;181,0;262,0;181,0;;587,0;310,0;211,0;;181,0;262,0;211,0;;409,0;587,0;310,0;;273,0;210,0;310,0;;310,0;587,0;419,0;;359,0;419,0;451,0;181,0;409,0;310,0;578,0;;181,0
188;0;1;0;0;1;1;0;0,25318985659979104;;;;336,0;336,0;665,0;;414,0;665,0;336,0;;665,0;665,0;414,0;;665,0;336,0;665,0;;665,0;665,0;336,0;;336,0;665,0;414,0;;336,0;665,0;665,0;;414,0;336,0;665,0;;414,0;414,0;414,0;;414,0;336,0;665,0
189;0;0;0;1;0;1;0;0,21962428116898436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;1;0;1;1;0;0;1;0,31792107046550216;123,0;409,0;420,0;445,0;409,0;122,0;420,0;420,0;123,0;123,0;420,0;445,0;123,0;123,0;420,0;420,0;409,0;409,0;445,0;445,0;409,0;123,0;420,0;420,0;409,0;409,0;420,0;420,0;123,0;273,0;445,0;420,0;123,0;123,0;420,0;420,0;123,0;123,0;420,0;445,0;123,0;409,0
191;1;1;0;0;1;0;0;0,3168360725006976;581,0;;581,0;;;;449,0;;;;449,0;;;;449,0;;;;449,0;;;;449,0;;;;449,0;;;;581,0;;;;581,0;;;;449,0;;;
192;1;1;0;0;1;0;0;0,3168360725006976;;581,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;0;1;0;0;1;0;0;0,21615941276516426;;;;;564,0;376,0;;;564,0;251,0;;;564,0;564,0;;;564,0;251,0;;;564,0;376,0;;;564,0;251,0;;;376,0;251,0;;;564,0;251,0;;;564,0;376,0;;;376,0;564,0
194;0;1;1;0;1;1;1;0,2910113136116215;213,0;260,0;213,0;134,0;134,0;213,0;260,0;134,0;213,0;134,0;213,0;134,0;213,0;134,0;260,0;134,0;213,0;134,0;213,0;134,0;134,0;134,0;260,0;134,0;134,0;213,0;260,0;597,0;213,0;134,0;213,0;597,0;213,0;134,0;260,0;134,0;213,0;213,0;213,0;597,0;213,0;213,0
195;1;1;0;1;1;1;0;0,4186252130288907;320,0;314,0;314,0;493,0;233,0;320,0;430,0;684,0;639,0;233,0;233,0;430,0;684,0;493,0;320,0;430,0;320,0;571,0;233,0;430,0;320,0;571,0;639,0;571,0;430,0;639,0;684,0;493,0;684,0;320,0;493,0;430,0;483,0;639,0;233,0;314,0;639,0;483,0;483,0;493,0;684,0;483,0
